"Time","PS_1","PS_2","PS_3","PS_4","PS_5","Y"
26.60856355,4.271559803,3.735429344,3.434096568,3.433924997,3.633925,1
26.60857223,4.271562576,3.735429364,3.434096572,3.433924998,3.633925,1
26.60858092,4.271565349,3.735429384,3.434096576,3.433924998,3.633925,1
26.60858506,4.271566668,3.735429393,3.434096577,3.433924998,3.633925,1
26.60858919,4.271567987,3.735429403,3.434096579,3.433924998,3.633925,1
26.60859448,4.271569676,3.735429415,3.434096581,3.433924998,3.633925,1
26.60860995,4.271574614,3.735429451,3.434096588,3.433924999,3.633925,1
26.60863949,4.271584041,3.735429519,3.434096601,3.433924999,3.633925,1
26.60865236,4.271588147,3.735429549,3.434096606,3.433925,3.633925,1
26.60866286,4.271591497,3.735429573,3.43409661,3.433925,3.633925,1
26.60867,4.271593779,3.73542959,3.434096613,3.433925,3.633925,1
26.60868831,4.27159962,3.735429632,3.434096621,3.433925,3.633925,1
26.60870661,4.271605462,3.735429674,3.434096629,3.433925,3.633925,1
26.60871798,4.271609088,3.7354297,3.434096634,3.433925001,3.633925,1
26.60872934,4.271612715,3.735429727,3.434096639,3.433925001,3.633925,1
26.60875102,4.271619633,3.735429777,3.434096648,3.433925001,3.633925,1
26.6087987,4.271634849,3.735429887,3.434096668,3.433925002,3.633925,1
26.60886027,4.271654499,3.735430029,3.434096694,3.433925003,3.633925001,1
26.60892184,4.271674148,3.735430172,3.43409672,3.433925004,3.633925001,1
26.60895801,4.271685693,3.735430255,3.434096735,3.433925005,3.633925002,1
26.60899419,4.271697238,3.735430339,3.434096751,3.433925006,3.633925002,1
26.60903941,4.27171167,3.735430443,3.43409677,3.433925008,3.633925002,1
26.60911045,4.271734341,3.735430607,3.4340968,3.43392501,3.633925003,1
26.60921384,4.271767336,3.735430846,3.434096844,3.433925014,3.633925004,1
26.60934751,4.271809992,3.735431155,3.4340969,3.433925018,3.633925006,1
26.60952137,4.271865475,3.735431557,3.434096974,3.433925025,3.633925008,1
26.60976602,4.271943546,3.735432123,3.434097078,3.433925034,3.633925011,1
26.61010052,4.27205029,3.735432896,3.43409722,3.433925046,3.633925016,1
26.61051238,4.272181713,3.735433848,3.434097394,3.433925062,3.633925023,1
26.61092424,4.272313132,3.7354348,3.434097569,3.433925078,3.63392503,1
26.61150678,4.272499007,3.735436148,3.434097816,3.4339251,3.633925042,1
26.61208932,4.272684872,3.735437495,3.434098063,3.433925123,3.633925054,1
26.61367666,4.273191284,3.735441167,3.434098738,3.433925187,3.633925092,1
26.615264,4.27369763,3.735444841,3.434099413,3.433925255,3.633925137,1
26.61685135,4.27420391,3.735448517,3.434100088,3.433925325,3.633925185,1
26.61843869,4.274710123,3.735452195,3.434100765,3.433925398,3.633925238,1
26.62061063,4.275402663,3.735457229,3.434101692,3.433925501,3.633925315,1
26.62355039,4.276339829,3.735464049,3.434102948,3.433925648,3.633925429,1
26.62708397,4.277465999,3.735472254,3.434104461,3.433925834,3.633925577,1
26.63061756,4.278591841,3.735480469,3.434105977,3.433926031,3.633925736,1
26.63532374,4.28009078,3.735491424,3.434108002,3.433926308,3.633925965,1
26.64162311,4.282096245,3.735506113,3.43411072,3.433926703,3.633926296,1
26.64941489,4.284575393,3.735524325,3.434114096,3.433927228,3.633926743,1
26.658879,4.287584495,3.735546509,3.434118218,3.433927917,3.633927338,1
26.67040548,4.291246151,3.735573623,3.434123267,3.433928823,3.633928129,1
26.68193196,4.294904324,3.735600843,3.43412835,3.433929799,3.633928991,1
26.69649712,4.299521912,3.735635393,3.434134821,3.433931122,3.63393017,1
26.71540576,4.305508222,3.735680506,3.434143302,3.43393298,3.633931839,1
26.73734656,4.312442759,3.735733222,3.434153258,3.433935318,3.633933959,1
26.75928735,4.319364706,3.735786337,3.434163337,3.433937837,3.633936259,1
26.78672906,4.32800439,3.735853334,3.434176118,3.43394122,3.63393937,1
26.82210187,4.339112079,3.735940624,3.434192882,3.433945934,3.633943733,1
26.85747468,4.350187129,3.73602896,3.434209969,3.433951019,3.633948467,1
26.90134896,4.363878653,3.736139983,3.434231615,3.433957801,3.633954814,1
26.95782792,4.381429901,3.736285268,3.434260212,3.433967249,3.633963701,1
27.01430687,4.398898275,3.736433209,3.43428963,3.433977454,3.633973344,1
27.08515485,4.42069388,3.736622522,3.434327686,3.433991249,3.633986431,1
27.17570691,4.448362138,3.736870493,3.434378176,3.434010383,3.634004653,1
27.26625897,4.475818658,3.737125149,3.434430721,3.434031111,3.63402446,1
27.35681103,4.503063954,3.737386426,3.434485298,3.434053342,3.634045761,1
27.4781833,4.539252127,3.737746893,3.434561593,3.43408537,3.634076524,1
27.63092152,4.584256383,3.738216997,3.434662642,3.43412913,3.634118664,1
27.78365974,4.628665339,3.738705221,3.434769225,3.43417658,3.634164458,1
27.93639797,4.672481267,3.739211282,3.434881253,3.434227567,3.634213756,1
28.12990281,4.727144186,3.739877569,3.435030866,3.434297045,3.634281041,1
28.36494949,4.792273835,3.74072401,3.43522396,3.434388533,3.634369792,1
28.59999617,4.856019185,3.741610385,3.43542932,3.434487576,3.634466017,1
28.85608908,4.923906275,3.742620556,3.435666786,3.434603836,3.63457912,1
29.11218198,4.99017005,3.743676065,3.435918344,3.4347286,3.634700638,1
29.36827488,5.054821024,3.744775891,3.436183788,3.434861688,3.634830398,1
29.70237329,5.136759517,3.746275547,3.436550627,3.435047567,3.635011816,1
30.13891562,5.23975739,3.748342271,3.437064429,3.435310937,3.635269169,1
30.57545795,5.338195591,3.750526597,3.437616696,3.435597126,3.635549147,1
31.08688692,5.447800545,3.753228776,3.438311718,3.435960871,3.635905391,1
31.69585629,5.570387638,3.756638055,3.439205615,3.43643334,3.636368647,1
32.35974176,5.694399993,3.760579204,3.440260709,3.436996352,3.636921315,1
33.06492155,5.815371853,3.765005247,3.441471645,3.43764828,3.637561959,1
33.77010134,5.925546305,3.769660659,3.442773649,3.438354922,3.638257064,1
34.34786435,6.007969771,3.77363401,3.443907063,3.438974177,3.638866706,1
34.92562737,6.083541003,3.777739152,3.445099352,3.439629285,3.639512084,1
35.50339038,6.152457833,3.781966286,3.446349514,3.440319898,3.640192868,1
36.08115339,6.214930897,3.786305836,3.447656554,3.441045685,3.640908746,1
36.53157935,6.259297317,3.789761435,3.448714405,3.441635726,3.641491018,1
36.9820053,6.300000249,3.79327525,3.44980575,3.442246806,3.642094297,1
37.43243126,6.337162422,3.796843007,3.45093011,3.442878779,3.642718447,1
37.88285722,6.370913791,3.800460575,3.452087007,3.443531505,3.643363332,1
38.2477037,6.395840099,3.803424776,3.453047645,3.444075339,3.643900807,1
38.61255019,6.418698134,3.806416935,3.454029059,3.444632623,3.644451727,1
38.97739667,6.439570832,3.809435042,3.45503099,3.445203282,3.645016022,1
39.34224316,6.458545097,3.81247717,3.45605318,3.445787244,3.645593621,1
39.70708964,6.475712403,3.815541466,3.45709537,3.446384434,3.646184452,1
39.99615367,6.488089081,3.817983935,3.457935131,3.44686693,3.646661915,1
40.28521769,6.499441823,3.82043835,3.458787154,3.447357647,3.647147605,1
40.57428172,6.50982219,3.822903902,3.459651311,3.447856549,3.647641486,1
40.86334574,6.519282866,3.825379825,3.460527474,3.4483636,3.648143523,1
41.15240977,6.52787784,3.827865389,3.461415515,3.448878763,3.648653681,1
41.4414738,6.535662142,3.830359906,3.462315307,3.449402002,3.649171925,1
41.67502654,6.541394727,3.832381507,3.463050808,3.449830635,3.649596529,1
41.90857928,6.546664272,3.8344082,3.463793832,3.450264496,3.65002637,1
42.14213202,6.551500336,3.836439681,3.464544312,3.450703568,3.650461428,1
42.37568476,6.555932061,3.838475663,3.465302183,3.45114783,3.650901685,1
42.6092375,6.559988227,3.84051588,3.46606738,3.451597263,3.651347121,1
42.84279025,6.563697073,3.84256008,3.46683984,3.452051849,3.651797719,1
